survey_date,replication,data_pipeline
1992-01-01,-0.11430555555555566,-0.18015625000000002
1992-04-01,0.23611111111111072,0.17241379310344832
1992-07-01,-0.2547385620915028,-0.22962962962962966
1992-10-01,-0.12058823529411722,-0.08275862068965519
1993-01-01,-0.09250474383301777,-0.04399999999999997
1993-04-01,0.3241446725317694,0.2818181818181818
1993-07-01,-0.5413458110516931,-0.3011538461538461
1993-10-01,0.2218382352941175,0.00519999999999996
1994-01-01,-0.21778846153846176,-0.028571428571428532
1994-04-01,0.11820512820512796,0.0
1994-07-01,-0.052820512820512366,-0.10999999999999999
1994-10-01,0.08461538461538431,0.04000000000000001
1995-01-01,-0.12417582417582373,-0.07368421052631581
1995-04-01,0.0001587301587298029,-0.0023809523809523512
1995-07-01,-0.14848699763593398,-0.17205882352941176
1995-10-01,-0.19095744680851023,-0.14999999999999997
1996-01-01,-0.025526315789473397,-0.07655172413793107
1996-04-01,0.05187766714082498,0.13538461538461538
1996-07-01,-0.017601351351351102,-0.09444444444444443
1996-10-01,-0.038437500000000124,-0.07884615384615384
1997-01-01,-0.06281250000000016,-0.08769230769230772
1997-04-01,-0.046388888888889035,-0.04896551724137934
1997-07-01,0.0017676767676766403,-0.09
1997-10-01,-0.17954545454545467,-0.10599999999999998
1998-01-01,-0.09059139784946169,-0.09444444444444446
1998-04-01,-0.18255675029868623,-0.07894736842105267
1998-07-01,0.15481481481481518,0.08333333333333331
1998-10-01,-0.06000000000000005,-0.13947368421052636
1999-01-01,-0.15096774193548423,-0.13571428571428568
1999-04-01,0.05479127134724848,0.025
1999-07-01,0.07046218487394995,0.0884615384615385
1999-10-01,-0.09928571428571464,-0.055999999999999994
2000-01-01,0.1008823529411762,0.026923076923076897
2000-04-01,0.1707843137254912,0.1
2000-07-01,-0.14602150537634495,0.025000000000000022
2000-10-01,0.05117302052785977,0.039583333333333325
2001-01-01,-0.0568181818181821,-0.043999999999999956
2001-04-01,0.08706896551724164,0.08695652173913043
2001-07-01,-0.03540229885057489,-0.02105263157894741
2001-10-01,-0.05628205128205144,-0.07499999999999998
2002-01-01,0.06900932400932369,0.0027777777777778173
2002-04-01,-0.04380570409982143,-0.029629629629629655
2002-07-01,-0.0018382352941173075,-0.022413793103448258
2002-10-01,-0.1580357142857145,-0.09545454545454546
2003-01-01,0.0878151260504203,0.11363636363636362
2003-04-01,-0.00989304812834213,-0.07884615384615382
2003-07-01,-0.004377104377105034,0.014999999999999968
2003-10-01,-0.0018399044205490434,0.1025
2004-01-01,-0.03704898446833971,-0.009090909090909139
2004-04-01,0.08602962962962968,0.07058823529411772
2004-07-01,0.006600000000000161,-0.02812500000000004
2004-10-01,-0.012599999999999945,0.006666666666666702
2005-01-01,-0.0058545454545448905,-0.020952380952380972
2005-04-01,0.028565656565656017,0.010000000000000033
2005-07-01,0.1776996996997,0.017500000000000022
2005-10-01,-0.1679075850043592,0.023703703703703657
2006-01-01,-0.02086240947992124,-0.04814814814814814
2006-04-01,-0.007453316326530679,0.0002518518518518241
2006-07-01,0.1298583333333334,-0.023735999999999962
2006-10-01,-0.05553278985507237,-0.07999999999999999
2007-01-01,-0.16844565217391327,-0.04694444444444443
2007-04-01,0.06136934338952971,0.017256756756756735
2007-07-01,-0.013200371057513927,0.021944444444444475
2007-10-01,0.02819696969696972,-0.017785714285714318
2008-01-01,0.035680000000000156,0.024276315789473705
2008-04-01,0.055931111111111154,0.02209062499999996
2008-07-01,-0.06551761517615162,-0.040624999999999994
2008-10-01,0.0821795537104304,0.13999999999999996
2009-01-01,-0.18645766503000516,-0.13236285714285714
2009-04-01,0.06544219114219096,0.014771874999999997
2009-07-01,0.07867909090909109,-0.02141923076923075
2009-10-01,-0.20163470588235288,-0.181885
2010-01-01,0.04257026143790821,0.13292413793103447
